sentence,label,label_idx
"My kids are young and I am afraid of them becoming autistic if they are vaccinated, is the vaccine safe?",I don't want my children to get the vaccine,14
I am concerned about the vaccine components,I don't want my children to get the vaccine,14
I am concerned about the side effects of the vaccine because there was no time to test it thoroughly.,I don't want my children to get the vaccine,14
Should my children get the COVID-19 vaccine?,I don't want my children to get the vaccine,14
My children don't need the vaccine.,I don't want my children to get the vaccine,14
I do not want my children to vaccinate them,I don't want my children to get the vaccine,14
I don't know if it is safe for my kids.,I don't want my children to get the vaccine,14
"The vaccine has not been tested on children, how is it proven it will be safe",I don't want my children to get the vaccine,14
I have major reservations about my children having the vaccine,I don't want my children to get the vaccine,14
is it safe for my child?,I don't want my children to get the vaccine,14
I think kids dont need the vaccine,I don't want my children to get the vaccine,14
"I am not sure about the reliability of the vaccine, so I am against my children using it",I don't want my children to get the vaccine,14
I do not think it would be in my children's best interest to get the vaccine.,I don't want my children to get the vaccine,14
Kids are not in school so why do they need to be vaccinated against Covid?,I don't want my children to get the vaccine,14
I would not like to vaccinate my children!,I don't want my children to get the vaccine,14
Im converned about my kids having the vaccine,I don't want my children to get the vaccine,14
My children are too young for the vaccine.,I don't want my children to get the vaccine,14
Why would my children need the vaccine if it doesnt make them ill,I don't want my children to get the vaccine,14
I've heard that vaccines can cause ADHD and Autism so I don't want my children to get vaccinated.,I don't want my children to get the vaccine,14
Is the COVID-19 vaccine only for adults?,I don't want my children to get the vaccine,14
The vaccines are not safe for children.,I don't want my children to get the vaccine,14
I don't want my children to get the vaccine,I don't want my children to get the vaccine,14
I don't want my daughters to get vaccinated at all,I don't want my children to get the vaccine,14
My children will not get the vaccine,I don't want my children to get the vaccine,14
I am concerned about my children getting the COVID-19 vaccine.,I don't want my children to get the vaccine,14
is this new vaccine safe for my child?,I don't want my children to get the vaccine,14
Im not sure i like being tracked by an app,I don't want the v-safe app monitoring or tracking me,59
Who assures me that the vaccine will not have something to spy on me,I don't want the v-safe app monitoring or tracking me,59
How can I be sure that the v-safe app isn't interfering with my privacy?,I don't want the v-safe app monitoring or tracking me,59
I am afraid the vaccine monitoring is just another way for the government to track me and I dont want that.,I don't want the v-safe app monitoring or tracking me,59
It should be illegal to have an app that tracks you without your consent.,I don't want the v-safe app monitoring or tracking me,59
"What is the v-safe app for, can the government use it to spy on me?",I don't want the v-safe app monitoring or tracking me,59
I really don't want and app tracking/monitoring me.,I don't want the v-safe app monitoring or tracking me,59
